,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
1311,2262,Map Chocolate,U.S.A,2018,Blend,"""Peace of Wild Things""",72.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,off notes,rubbery,hammy,
1312,1872,Marana,Peru,2016,Peru,Piura,70.0,3.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent,tangy,grapes,
1313,1884,Marana,Peru,2016,Peru,San Martin,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent,grapes,brownie,
1314,1884,Marana,Peru,2016,Peru,Cusco,70.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smokey,dirty,sour,
1315,1808,Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,75.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,coffee,roasty,
1316,2158,Markham & Fitz,U.S.A,2018,Haiti,"Pisa, batch 58",75.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,woody,dirty,
1317,845,Marou,Vietnam,2012,Vietnam,Ba Ria,76.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,citrus,,,
1318,845,Marou,Vietnam,2012,Vietnam,Dong Nai,72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,coffee,,
1319,845,Marou,Vietnam,2012,Vietnam,"Tien Giang, Gao Co-op",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,spice,late sour,
1320,849,Marou,Vietnam,2012,Vietnam,Ben Tre,78.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,pepper,cinamon,rich
1321,955,Marou,Vietnam,2012,Vietnam,Lam Dong,74.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,melon,roasty,,
1322,895,Marou,Vietnam,2012,Vietnam,Tien Giang,80.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,fatty,black pepper,
1323,1149,Marou,Vietnam,2013,Vietnam,"Tan Phu Dong, Treasure Island",75.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,heavy roast,nutty,
1324,1650,Marou,Vietnam,2015,Vietnam,"Dak Lak, Batch 2451",70.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy and fragrant,,,
1325,1650,Marou,Vietnam,2015,Vietnam,Ben Tre,68.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,rich,coffee,nut
1326,1650,Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",85.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,long,mild honey,rich cocoa,
1327,2258,Marou,Vietnam,2018,Vietnam,"Dak Nong, Tam Farm",75.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,roasty,nutty,
1328,1189,Marsatta,U.S.A,2013,Dominican republic,Dominican Republic,89.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rubber,medicinal,
1329,1189,Marsatta,U.S.A,2013,Dominican republic,Dominican Republic,74.0,2.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,waxy,rubber,medicinal,
1330,1836,Martin Mayer,Austria,2016,Colombia,Tumaco,74.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,mild floral,mild nutty,
1331,1836,Martin Mayer,Austria,2016,Haiti,Pisa,82.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,earthy,sweet edge,
1332,1836,Martin Mayer,Austria,2016,Bolivia,Alto Beni,76.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,pungent,off note,
1333,572,Mast Brothers,U.S.A,2010,Dominican republic,"Dominican Republic, Coop",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,earthy,coffee,
1334,572,Mast Brothers,U.S.A,2010,Venezuela,Ocumare de la Costa,75.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,sticky,nutty,earthy
1335,572,Mast Brothers,U.S.A,2010,Venezuela,Patanemo,81.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,woody,musty,
1336,777,Mast Brothers,U.S.A,2011,Dominican republic,"La Red de Guanconejo, N. Highlands coop",74.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,raspberry,sour,
1337,672,Mast Brothers,U.S.A,2011,Blend,Brooklyn Blend,72.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,coffee,roasty,
1338,773,Mast Brothers,U.S.A,2011,Belize,Moho River,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,tangy,cocoa,
1339,777,Mast Brothers,U.S.A,2011,Dominican republic,Conacado,73.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,gritty,red berry,coffee
1340,701,Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Med. Roast",76.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,strawberry,sour,
1341,709,Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Dark Roast",70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,sandy,intense,berry
1342,777,Mast Brothers,U.S.A,2011,Peru,San Martin,75.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,orange,lemon,coffee ground,
1343,713,Mast Brothers,U.S.A,2011,Venezuela,"Chuao, Light Roast",81.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,high astringent,sour,
1344,777,Mast Brothers,U.S.A,2011,Papua new guinea,Papua New Guinea,71.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sticky,smoke,hammy
1345,959,Mast Brothers,U.S.A,2012,Blend,"Shake Shack, Peru, Mad., Dom. Rep.",73.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,fruit,tart,rich
1346,999,Mast Brothers,U.S.A,2012,Venezuela,Chuao,73.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sour,sweet,
1347,999,Mast Brothers,U.S.A,2012,Blend,Madagascar,72.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,overly tart,sour,
1348,1359,Mast Brothers,U.S.A,2014,Blend,"French Laundry 20th Anniversary, Peru, Belize",75.0,3.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tart,deep choco,,
1349,1450,Mast Brothers,U.S.A,2015,Tanzania,Tanzania,74.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,green,vegetal,mild spice,
1350,1450,Mast Brothers,U.S.A,2015,Guatemala,Guatemala,76.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild bitter,citrus,intense,
1351,1177,Matale,Australia,2013,Madagascar,"Somia, 2013",68.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,red fruit,,
1352,1177,Matale,Australia,2013,Papua new guinea,"Kulili P., 2013",74.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,grassy,smoke,nut
1353,1181,Matale,Australia,2013,Blend,"PNG, Vanuatu, Mad; 2013 h.",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,fruity,spicy,
1354,1177,Matale,Australia,2013,Vanuatu,"Malekula P., 2013",72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,butterscotch,nutty,
1355,1430,Maverick,U.S.A,2014,Peru,"Morropon, Norandiono Coop, Piura",63.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,cherry,cream,raisin
1356,1367,Maverick,U.S.A,2014,Belize,Maya Mountain,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,heavy roast,smoke,,
1357,1367,Maverick,U.S.A,2014,Dominican republic,Elvesia,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,coffee,,
1358,1430,Maverick,U.S.A,2014,Peru,Tumbes,82.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,burnt,bitter,spice
1359,2482,Maverick,U.S.A,2020,Madagascar,"Akesson P., Sambirano",65.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet edge,sour fruit,,
1360,2482,Maverick,U.S.A,2020,U.s.a.,"Hawai'i Island, Big Island, Mauna Kea",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,cheese,savory,
1361,2486,Maverick,U.S.A,2020,Vietnam,"Dak Nong, Marou Cacao",75.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,hammy,dirty,
1362,1728,Mayacama,U.S.A,2016,Dominican republic,Hispaniola,72.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sweet,earthy,
1363,2478,McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,strawberry,,
1364,2474,McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,musty,woody,rubbery,roasty
1365,1291,Meadowlands,U.S.A,2014,Dominican republic,Dominican Republic,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,high roast,nutty,deep choco,
1366,1287,Meadowlands,U.S.A,2014,Belize,Belize,70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,metallic,molasses,
1367,1291,Meadowlands,U.S.A,2014,Nicaragua,"Nicaragua, w/ inbs",70.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,sligthly bland,earthy,
1368,1287,Meadowlands,U.S.A,2014,Venezuela,Venezuela,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,molasses,sweet,choco,
1369,1287,Meadowlands,U.S.A,2014,Bolivia,Bolivia,70.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,pungent,off,,
1370,2362,Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,smooth,coconut,cocoa,
1371,2362,Mellow,Denmark,2019,Tanzania,"Kokoa Kamili, 2018 harvest, Mbingu Village",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,creamy,coconut,cocoa,
1372,2362,Mellow,Denmark,2019,Dominican republic,"Oko Caribe, El Cibao, 2018 Harvest",70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,dry,floral,dirty,coconut
1373,2362,Mellow,Denmark,2019,Ecuador,"Camino Verde, Duran Region",85.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,floral,earthy,bitter,
1374,837,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,80.0,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,tart,slight burnt,
1375,841,Menakao (aka Cinagra),Madagascar,2012,Madagascar,Madagascar,72.0,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,uneven,smokey,hammy,
1376,1347,Mesocacao,Honduras,2014,Honduras,Honduras,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,grassy,spicy,rich
1377,1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",80.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,rich cocoa,,
1378,1347,Mesocacao,Honduras,2014,Honduras,Honduras,80.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,ham,butterscotch,
1379,1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,acidic,pomegrant,brownie,
1380,1494,Mesocacao,Honduras,2015,El salvador,El Salvador,70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dairy,caramel,,
1381,1494,Mesocacao,Honduras,2015,El salvador,El Salvador,80.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,bitter,woody,roasty
1382,2250,Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,floral,rubbery,
1383,1267,Metiisto,Sweden,2014,Madagascar,"Akesson Estate, batch 10",72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,fatty,mild cherry,
1384,1267,Metiisto,Sweden,2014,Brazil,"Fazenda Sempre Firme P., Bahia, batch 7",70.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,creamy,olive,
1385,2170,Metiisto,Australia,2018,Solomon islands,Tenaru,67.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,mild hammy,,
1386,2166,Metiisto,Australia,2018,Solomon islands,"Patovaki, Paspaskato Is",72.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty/smokey,high acidity,,
1387,1688,Metropolitan,Netherlands,2015,Blend,South America,70.0,3.5,3,have_bean,have_not_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,accesible,simple cocoa note,,
1388,2210,Meybol,Germany,2018,Peru,Piura Blanco,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grape,mild smoke,sandy,
1389,24,Michel Cluizel,France,2006,Dominican republic,Los Ancones P.,67.0,3.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,raisins,licorice,
1390,24,Michel Cluizel,France,2006,Madagascar,Mangaro P.,65.0,3.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grapefruit,spices,,
1391,24,Michel Cluizel,France,2006,Papua new guinea,Maralumi P.,64.0,3.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,tropical fruit and mild smoke,,,
1392,24,Michel Cluizel,France,2006,Sao tome,Tamarina,70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,licorice,herbs,
1393,24,Michel Cluizel,France,2006,Blend,Carre Amer,60.0,2.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,crisp nibs,,
1394,24,Michel Cluizel,France,2006,Blend,Carre Grand Noir,85.0,2.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter coffee flavor,,,
1395,81,Michel Cluizel,France,2006,Blend,Noir Infini,99.0,2.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smooth,bold,bitter,
1396,117,Michel Cluizel,France,2007,Venezuela,"Carenero Superior, Concepcion",66.0,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,orange,,
1397,135,Michel Cluizel,France,2007,Sao tome,Vila Gracinda,67.0,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,smoke,raspberry,
1398,963,Michel Cluizel,France,2012,Mexico,"Chiapas, Mokaya P.",66.0,3.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,raisins,melon,,
1399,2020,Michel Cluizel,France,2017,Colombia,El Jardin,69.0,3.25,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,earthy,fatty,
1400,2438,Michel Cluizel,France,2019,Guatemala,La Laguna Plantation,70.0,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dairy,cocoa,fatty,apple
1401,2270,Michel Cluizel,France,2019,Brazil,Riachuelo Plantation,70.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,grits,nutty,vanilla
1402,887,Middlebury,U.S.A,2012,Indonesia,"Balinese, Java",70.0,2.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_salt,have_not_sugar,have_sweetener_without_sugar,leather,salt,,
1403,887,Middlebury,U.S.A,2012,Bolivia,Alto Beni,75.0,2.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_salt,have_not_sugar,have_sweetener_without_sugar,sticky,cardboard,why bother,
1404,887,Middlebury,U.S.A,2012,Blend,Houseblend,65.0,1.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_salt,have_not_sugar,have_sweetener_without_sugar,chemical,salt,wtf,
1405,1117,Middlebury,U.S.A,2013,Belize,Belize,80.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_salt,have_sugar,have_not_sweetener_without_sugar,strawberry,cream,spice,
